"Layer","File","LineStart","LineEnd","Function","Type","Exported","Owner","Calls","UsedBy","Cluster","Class","Action","Status"
"Controllers","!KRT/Controllers/Changes.lua","61","67","markChangesDirty","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","68","79","notifyChangesUpdated","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","80","98","getData","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","99","113","rowName","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","114","116","highlightFn","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","117","125","highlightKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","126","129","onShow","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","130","134","onHide","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","135","137","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","138","143","update","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","144","155","UI.AcquireRefs","method_dot","Yes","UI","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Changes.lua","156","178","bindChangeRow","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","179","191","getNamedPart","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","192","221","BindHandlers","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Changes.lua","222","232","OnLoadFrame","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Changes.lua","233","236","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Changes.lua","237","242","refresh","field_closure","Yes","local","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","243","247","module:OnLoad","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","248","269","module:Clear","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","270","316","module:Select","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","317","352","module:Add","method_colon","Yes","module","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Changes.lua","353","379","module:Edit","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","380","409","module:Delete","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","410","417","module:Demand","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","418","468","module:Announce","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","469","506","UI.Localize","method_dot","Yes","UI","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Changes.lua","507","541","UI.Refresh","method_dot","Yes","UI","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","542","546","module:Refresh","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","547","567","initChangesTable","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","568","599","saveChanges","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Changes.lua","600","615","cancelChanges","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","53","67","getRaidQueries","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","68","96","triggerSelectionEvent","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","97","101","Store:ResolvePlayerNameByNid","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","102","106","Store:ResolvePlayerClassByNid","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","107","130","Store:ResolveLootLooterNid","method_colon","Yes","Store","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","131","144","Store:ResolveLootLooterName","method_colon","Yes","Store","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","145","156","Store:ResolveLootLooterClass","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","157","161","UI.AcquireRefs","method_dot","Yes","UI","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","162","184","resolve","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","185","195","ensureSubmoduleOnLoad","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","196","202","clearSelection","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","203","213","applyFocusedMultiSelect","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","214","262","setFocusFromSelected","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","263","270","Store:EnsureRaid","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","271","286","Store:GetRaid","method_colon","Yes","Store","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","287","302","Store:GetRaidByNid","method_colon","Yes","Store","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","303","313","Store:InvalidateIndexes","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","314","324","Store:BossIdx","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","325","335","Store:LootIdx","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","336","340","Store:GetBoss","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","341","345","Store:GetLoot","method_colon","Yes","Store","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","346","356","Store:PlayerIdx","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","357","361","Store:GetPlayer","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","362","375","Store:FindRaidPlayerByNormName","method_colon","Yes","Store","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","376","386","View:GetBossModeLabel","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","387","406","View:GetLootRollTypeLabel","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","407","424","View:GetRaidDifficultyLabel","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","425","437","View:EscapeCsvField","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","438","477","View:BuildRaidCsv","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","478","540","appendRow","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","541","558","View:BuildRows","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","559","577","View:FillBossList","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","578","595","View:FillRaidAttendeesList","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","596","636","View:FillBossAttendeesList","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","637","677","View:FillLootList","method_colon","Yes","View","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","678","688","Actions:RemoveAll","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","689","708","Actions:Commit","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","709","785","clearBossSelection","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","786","815","Actions:DeleteBoss","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","816","831","Actions:DeleteLoot","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","832","862","Actions:DeleteLootMany","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","863","879","Actions:DeleteBossAttendee","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","880","923","Actions:DeleteRaidAttendee","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","924","993","Actions:DeleteRaidAttendeeMany","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","994","1024","Actions:DeleteRaid","method_colon","Yes","Actions","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","1025","1059","Actions:DeleteRaidByNid","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1060","1116","Actions:SetCurrentRaid","method_colon","Yes","Actions","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","1117","1158","Actions:UpsertBossKill","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1159","1209","Actions:AddBossAttendee","method_colon","Yes","Actions","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1210","1255","SetSelectedRaid","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1256","1262","normalizeTabName","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1263","1323","updateTabUi","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1324","1330","clearSelections","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1331","1351","deleteSelectedAttendees","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1352","1360","module._isLoggerViewingCurrentRaid","field_closure","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1361","1377","refreshRosterBoundLists","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1378","1388","module._requestRosterBoundListsRefresh","field_closure","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1389","1392","getRaidNidByIndex","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","1393","1397","getRaidIndexByNid","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","1398","1403","module:NeedRaid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1404","1415","module:NeedBoss","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1416","1427","module:NeedLoot","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1428","1438","module:Run","method_colon","Yes","module","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","1439","1442","module:ResetSelections","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1443","1447","module:SetTab","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1448","1450","module:OnLoad","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1451","1458","hookOnShow","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1459","1470","hookOnHide","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1471","1512","BindHandlers","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","1513","1525","OnLoadFrame","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","1526","1539","module:Refresh","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1540","1569","module:SelectRaid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1570","1595","isClickedFocused","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1596","1614","module:SelectBoss","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1615","1617","getFocus","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1618","1647","setFocus","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1648","1669","module:SelectBossPlayer","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1670","1672","getFocus","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1673","1700","setFocus","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1701","1722","module:SelectPlayer","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1723","1725","getFocus","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1726","1774","setFocus","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1775","1782","applySelectedLootRollType","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1783","1786","getItemMenuFrame","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1787","1817","ensureRollTypeInsertedFrame","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1818","1863","layoutRollTypeInsertedFrame","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1864","1881","ensureRollTypePopup","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1882","1891","OnShow","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1892","1920","self.SetHeight","field_closure","Yes","self","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1921","1937","OnHide","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1938","1954","openItemRollTypePopup","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1955","1961","openItemMenu","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","1962","1973","func","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1974","1980","func","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","1981","1997","module:SelectItem","method_colon","Yes","module","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","1998","2000","getFocus","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2001","2034","setFocus","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2035","2039","module:OnLootRowEnter","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2040","2043","module:OnLootRowLeave","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2044","2062","findLoggerPlayer","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2063","2121","validateRollValue","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2122","2161","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2162","2184","getData","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2185","2203","rowName","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2204","2206","highlightFn","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2207","2210","focusId","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2211","2215","focusKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2216","2219","highlightKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2220","2223","highlightDebugInfo","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2224","2272","postUpdate","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2273","2275","id","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2276","2278","date","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2279","2281","zone","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2282","2290","size","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2291","2307","Raids:SetCurrent","method_colon","Yes","Raids","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2308","2369","deleteRaids","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2370","2453","Raids:Delete","method_colon","Yes","Raids","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2454","2481","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2482","2504","getData","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2505","2528","rowName","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2529","2532","highlightId","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2533","2536","focusId","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2537","2542","focusKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2543","2549","highlightDebugInfo","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2550","2552","id","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2553","2555","date","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2556","2558","zone","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2559","2586","size","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2587","2609","getScrollBarInset","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2610","2647","setCsvEditBoxLayout","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2648","2674","setCsvSelectionState","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2675","2705","applySelection","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2706","2755","hideCsvEditBoxChrome","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2756","2776","hideCsvScrollFrameChrome","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2777","2789","Export:IsCsvVisible","method_colon","Yes","Export","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2790","2793","Export:MarkCsvDirty","method_colon","Yes","Export","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2794","2804","Export:EnsureCsvFresh","method_colon","Yes","Export","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2805","2856","Export:OnLoad","method_colon","Yes","Export","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2857","2902","Export:RefreshCsv","method_colon","Yes","Export","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","2903","2946","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2947","2954","getData","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2955","2975","rowName","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2976","2978","highlightFn","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2979","2981","focusId","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2982","2984","focusKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2985","2988","highlightKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2989","2992","highlightDebugInfo","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","2993","3005","postUpdate","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3006","3008","id","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3009","3011","name","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3012","3014","time","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3015","3023","mode","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3024","3027","Boss:Add","method_colon","Yes","Boss","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","3028","3034","Boss:Edit","method_colon","Yes","Boss","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3035","3060","deleteBosses","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3061","3070","Boss:Delete","method_colon","Yes","Boss","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3071","3109","Boss:GetName","method_colon","Yes","Boss","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3110","3139","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3140","3149","getData","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3150","3167","rowName","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3168","3170","highlightFn","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3171","3173","focusId","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3174","3176","focusKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3177","3180","highlightKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3181","3184","highlightDebugInfo","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3185","3199","postUpdate","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3200","3208","name","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3209","3213","BossAtt:Add","method_colon","Yes","BossAtt","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","3214","3229","deleteAttendees","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","3230","3262","BossAtt:Delete","method_colon","Yes","BossAtt","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3263","3301","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3302","3309","getData","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3310","3329","rowName","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3330","3332","highlightFn","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3333","3335","focusId","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3336","3338","focusKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3339","3342","highlightKey","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3343","3346","highlightDebugInfo","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3347","3363","postUpdate","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3364","3366","name","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3367","3369","join","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3370","3381","leave","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3382","3414","RaidAtt:Add","method_colon","Yes","RaidAtt","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","3415","3431","deleteAttendees","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Logger.lua","3432","3457","RaidAtt:Delete","method_colon","Yes","RaidAtt","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3458","3477","updateSourceHeaderState","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Logger.lua","3478","3531","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3532","3545","getData","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3546","3611","rowName","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Logger.lua","3612","3614","highlightFn","field_closure","Yes","local","","","","structural-pattern","extract","new"
