"Layer","File","LineStart","LineEnd","Function","Type","Exported","Owner","Calls","UsedBy","Cluster","Class","Action","Status"
"Controllers","!KRT/Controllers/Master.lua","1201","1204","validateAwardWinner","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1205","1217","refreshCandidateUiState","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1218","1243","buildAssignMessages","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1244","1258","collectMultiAwardNames","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1259","1274","announceMultiAwardCompletion","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1275","1291","buildMultiAwardSlotCandidates","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1292","1303","getCurrentMultiAwardCount","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1304","1310","cancelMultiAwardTimeout","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1311","1320","cancelMultiAwardDelay","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1321","1344","armMultiAwardProgressTimeout","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1345","1358","clearMultiAwardState","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1359","1373","finalizeMultiAwardIfDone","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1374","1410","buildMultiAwardWinners","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1411","1440","startMultiAwardSequence","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1441","1458","computeAwardTargetAndAvailability","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1459","1492","tryAwardMultipleCopies","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1493","1502","tryAwardSingleCopy","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1503","1584","continueMultiAwardOnLootSlotCleared","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1585","1656","handleAwardRequest","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1657","1669","resetTradeState","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1670","1713","resolveTradeAwardedCount","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1714","1733","registerAwardedItem","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1734","1737","module:Refresh","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1738","1741","module:GetFlowState","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1742","1772","module:SetCurrentItemView","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1773","1803","module:ClearCurrentItemView","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1804","1813","module:ResetItemCount","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1814","1816","module:OnLoad","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1817","1838","hookOnHide","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Master.lua","1839","1854","tryAcceptFromCursor","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1855","1858","BindHandlers","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Master.lua","1859","1865","Localize","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Master.lua","1866","1883","OnLoadFrame","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Master.lua","1884","1909","module:BtnSelectItem","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1910","1938","module:BtnSpamLoot","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1939","1948","module:BtnReserveList","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1949","1956","module:BtnLootCounter","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1957","1996","announceRoll","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","1997","2021","assignToTarget","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2022","2025","module:BtnMS","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2026","2029","module:BtnOS","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2030","2033","module:BtnSR","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2034","2038","module:BtnFree","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2039","2059","module:BtnCountdown","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2060","2066","module:BtnClear","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2067","2071","module:BtnAward","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2072","2076","module:BtnHold","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2077","2081","module:BtnBank","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2082","2086","module:BtnDisenchant","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2087","2100","module:BtnSelectedItem","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2101","2179","UI.Localize","method_dot","Yes","UI","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Master.lua","2180","2211","updateItemCountFromBox","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2212","2225","updateRollStatusState","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2226","2243","ensureRollRow","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2244","2317","renderRollRows","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2318","2324","flagButtonsOnChange","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2325","2418","UI.Refresh","method_dot","Yes","UI","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2419","2449","initializeDropDowns","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2450","2497","prepareDropDowns","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2498","2514","findDropDownField","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2515","2539","module:OnClickDropDown","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2540","2572","updateDropDowns","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2573","2593","createSelectionFrame","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2594","2636","updateSelectionFrame","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2637","2673","scanTradeableInventory","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2674","2705","applyInventoryItem","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2706","2746","module:TryAcceptInventoryItemFromCursor","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2747","2769","refreshAndMaybeShowLootFrame","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2770","2779","handleLootOpenedVisibility","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2780","2792","handleLootSlotClearedVisibility","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2793","2803","completeLootClosedCleanup","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2804","2810","cancelLootClosedCleanup","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2811","2821","scheduleLootClosedCleanup","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2822","2835","module:LOOT_OPENED","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2836","2845","module:LOOT_CLOSED","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2846","2858","module:LOOT_SLOT_CLEARED","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2859","2899","module:TRADE_ACCEPT_UPDATE","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2900","2905","module:TRADE_CLOSED","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2906","2914","module:TRADE_REQUEST_CANCEL","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2915","2985","assignItem","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","2986","3001","buildTradeInitialOutput","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3002","3014","buildTradeKeepWhisper","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3015","3025","resolveInventoryAwardedCount","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3026","3043","resolveTradeExecutionWinner","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3044","3068","advanceInventoryWinnerSelection","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3069","3087","completeInventoryAwardProgress","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3088","3120","buildTradeMultiWinnersOutput","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3121","3167","resolveTradeableInventoryItem","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3168","3189","prepareTradeableItem","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3190","3229","tryInitiateTrade","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3230","3249","finalizeTradeNotifications","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Master.lua","3250","3428","tradeItem","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","136","161","UI.AcquireRefs","method_dot","Yes","UI","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Spammer.lua","162","175","resetLastState","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","176","182","setCheckbox","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","183","191","resetAllChannelCheckboxes","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","192","218","syncDurationNow","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","219","230","ensureReadyForStart","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","231","257","resetLengthUI","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","258","260","module:OnLoad","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","261","277","hookOnShow","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Spammer.lua","278","333","BindHandlers","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Spammer.lua","334","343","OnLoadFrame","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Spammer.lua","344","350","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Spammer.lua","351","392","module:Save","method_colon","Yes","module","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Spammer.lua","393","417","module:Start","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","418","427","module:Stop","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","428","438","module:Pause","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","439","476","module:Spam","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","477","489","module:Tab","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","490","523","module:Clear","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","524","566","UI.Localize","method_dot","Yes","UI","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Spammer.lua","567","608","setupEditBox","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","609","617","updateTickDisplay","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","618","625","setInputsLocked","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","626","658","setEditBoxState","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","659","670","stopSpamCycle","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","671","678","getValidDuration","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","679","719","startSpamCycle","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","720","729","buildOutput","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","730","771","addNeed","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","772","796","updateControls","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","797","872","renderPreview","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","873","915","UI.Refresh","method_dot","Yes","UI","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Spammer.lua","916","919","module:Refresh","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","52","61","UI.AcquireRefs","method_dot","Yes","UI","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Warnings.lua","62","81","bindWarningRow","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","82","88","getData","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Warnings.lua","89","100","rowName","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Warnings.lua","101","109","highlightId","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Warnings.lua","110","113","onShow","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Warnings.lua","114","116","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Warnings.lua","117","121","update","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Warnings.lua","122","172","BindHandlers","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Warnings.lua","173","183","OnLoadFrame","local_function","No","local","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Warnings.lua","184","187","localize","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Controllers","!KRT/Controllers/Warnings.lua","188","193","refresh","field_closure","Yes","local","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","194","198","module:OnLoad","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","199","217","module:Select","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","218","248","module:Edit","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","249","273","module:Delete","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","274","299","module:Announce","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","300","309","module:Cancel","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","310","329","UI.Localize","method_dot","Yes","UI","","","","name-collision","rename","new"
"Controllers","!KRT/Controllers/Warnings.lua","330","343","updateSelectionUI","local_function","No","local","","","","structural-pattern","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","344","362","UI.Refresh","method_dot","Yes","UI","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","363","367","module:Refresh","method_colon","Yes","module","","","","api-polymorphic","keep","new"
"Controllers","!KRT/Controllers/Warnings.lua","368","405","saveWarning","method_dot","Yes","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DB.lua","20","27","getDefaultManager","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","28","35","ensureManager","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DB.lua","36","49","getManagerStore","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DB.lua","50","63","warnMissingRaidStoreOnce","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DB.lua","64","71","DB.SetManager","method_dot","Yes","DB","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DB.lua","72","75","DB.GetManager","method_dot","Yes","DB","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DB.lua","76","79","DB.GetRaidStore","method_dot","Yes","DB","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","80","83","Core.GetRaidStore","method_dot","Yes","Core","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","84","109","Core.GetRaidStoreOrNil","method_dot","Yes","Core","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DB.lua","110","113","DB.GetRaidQueries","method_dot","Yes","DB","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","114","117","Core.GetRaidQueries","method_dot","Yes","Core","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","118","121","DB.GetRaidMigrations","method_dot","Yes","DB","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","122","125","Core.GetRaidMigrations","method_dot","Yes","Core","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","126","129","DB.GetRaidValidator","method_dot","Yes","DB","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","130","133","Core.GetRaidValidator","method_dot","Yes","Core","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","134","137","DB.GetSyncer","method_dot","Yes","DB","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","138","141","Core.GetSyncer","method_dot","Yes","Core","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","142","145","DB.GetCharStore","method_dot","Yes","DB","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","146","149","DB.GetConfigStore","method_dot","Yes","DB","","","","name-collision","rename","new"
"Core","!KRT/Core/DB.lua","150","152","Core.GetDB","method_dot","Yes","Core","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","17","25","getAddonDbStore","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","26","39","DBManager.CreateManager","method_dot","Yes","DBManager","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","40","43","manager:GetRaidStore","method_colon","Yes","manager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","44","47","manager:GetRaidQueries","method_colon","Yes","manager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","48","51","manager:GetRaidMigrations","method_colon","Yes","manager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","52","55","manager:GetRaidValidator","method_colon","Yes","manager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","56","59","manager:GetSyncer","method_colon","Yes","manager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","60","63","manager:GetCharStore","method_colon","Yes","manager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","64","67","manager:GetConfigStore","method_colon","Yes","manager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","68","72","manager:SetRaidStore","method_colon","Yes","manager","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","73","77","manager:SetRaidQueries","method_colon","Yes","manager","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","78","82","manager:SetRaidMigrations","method_colon","Yes","manager","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","83","87","manager:SetRaidValidator","method_colon","Yes","manager","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","88","92","manager:SetSyncer","method_colon","Yes","manager","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","93","97","manager:SetCharStore","method_colon","Yes","manager","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","98","105","manager:SetConfigStore","method_colon","Yes","manager","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBManager.lua","106","109","SavedVariablesManager:GetRaidStore","method_colon","Yes","SavedVariablesManager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","110","113","SavedVariablesManager:GetRaidQueries","method_colon","Yes","SavedVariablesManager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","114","117","SavedVariablesManager:GetRaidMigrations","method_colon","Yes","SavedVariablesManager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","118","121","SavedVariablesManager:GetRaidValidator","method_colon","Yes","SavedVariablesManager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","122","125","SavedVariablesManager:GetSyncer","method_colon","Yes","SavedVariablesManager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","126","129","SavedVariablesManager:GetCharStore","method_colon","Yes","SavedVariablesManager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","130","133","SavedVariablesManager:GetConfigStore","method_colon","Yes","SavedVariablesManager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBManager.lua","134","136","DBManager.GetDefaultManager","method_dot","Yes","DBManager","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidMigrations.lua","22","29","normalizeNonNegativeNumber","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","30","41","ensureTableField","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","42","51","normalizeNameLower","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidMigrations.lua","52","65","normalizeName","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidMigrations.lua","66","81","normalizeTextOrNil","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","82","89","normalizePositiveNumberOrNil","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","90","106","compactChangesMap","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","107","230","compactRaidForPersistence","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidMigrations.lua","231","234","module:GetMigrations","method_colon","Yes","module","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidMigrations.lua","235","243","module:GetCurrentVersion","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","244","277","module:ApplyRaidMigrations","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","278","281","module:CompactRaidForPersistence","method_colon","Yes","module","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidMigrations.lua","282","318","MIGRATIONS[0]","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","319","379","MIGRATIONS[1]","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidMigrations.lua","380","383","MIGRATIONS[2]","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","25","32","normalizeRaid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","33","40","ensureRuntime","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","41","52","appendRows","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","53","77","getPlayerByNid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","78","88","resolveLootLooterNid","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidQueries.lua","89","101","resolveLootLooterName","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidQueries.lua","102","128","module:GetRaidSummary","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","129","159","module:GetBossKills","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","160","187","module:GetRaidAttendance","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","188","238","module:GetBossAttendance","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","239","302","module:GetLoot","method_colon","Yes","module","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidQueries.lua","303","306","module:GetLootByBoss","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidQueries.lua","307","336","module:GetPlayerCounts","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","40","49","clearMap","local_function","No","local","","","","structural-pattern","keep","new"
